depth	pressure	temperature	conductivity	latitude	longitude	ECO-CDOM	ECO-Chl(a)	ECO-SCATT	Oxygen_mg/L	pH	salinity	Sound_Velocity_(calc)	time
110.56	111.267	23.8656	58.6604	19.61206	38.72109	0.18	0.19	0.000116	5.01	8.168	40.16	1539.095	230
111.41	112.127	23.8119	58.6233	19.61206	38.72108	0.42	0.24	0.000169	5.02	8.166	40.1796	1538.999	231
112.32	113.038	23.7291	58.5171	19.61206	38.72108	-0.09	0.16	0.000114	5.02	8.173	40.1719	1538.803	232
113.09	113.811	23.6816	58.5099	19.61206	38.72108	0.27	0.16	0.000104	5.02	8.176	40.2092	1538.74	233
113.97	114.704	23.6617	58.4564	19.61206	38.72108	0.18	0.17	0.000129	5.04	8.177	40.1854	1538.679	234
114.92	115.66	23.6306	58.4297	19.61206	38.72108	0.36	0.16	0.000125	5.06	8.177	40.1925	1538.627	235
115.75	116.49	23.6006	58.4197	19.61206	38.72108	0.33	0.16	0.000118	5.09	8.174	40.2117	1538.587	236
116.57	117.32	23.5784	58.3818	19.61206	38.72108	0.45	0.16	0.000122	5.1	8.172	40.2021	1538.536	237
117.45	118.199	23.543	58.3378	19.61206	38.72108	0	0.13	0.000143	5.09	8.171	40.1997	1538.461	238
118.36	119.116	23.4837	58.2751	19.61206	38.72108	-0.04	0.14	0.000171	5.08	8.171	40.2045	1538.334	239
119.19	119.957	23.4319	58.2627	19.61206	38.72108	0.18	0.11	0.000104	5.07	8.171	40.2418	1538.261	240
120.07	120.842	23.4203	58.2322	19.61206	38.72108	0.27	0.11	0.000111	5.05	8.171	40.2281	1538.232	241
120.94	121.715	23.3848	58.2084	19.61206	38.72108	0.18	0.08	0.000118	5.05	8.17	40.2417	1538.174	242
121.75	122.531	23.3565	58.1894	19.61206	38.72108	0	0.1	0.000109	5.03	8.17	40.2524	1538.128	243
122.64	123.429	23.3265	58.1521	19.61206	38.72108	0.23	0.09	0.000118	5.02	8.169	40.2502	1538.067	244
123.53	124.326	23.2955	58.1438	19.61206	38.72108	0.27	0.07	0.000116	5.01	8.168	40.2718	1538.028	245
124.37	125.17	23.2793	58.1263	19.61206	38.72108	0.18	0.09	0.000104	5	8.168	40.2726	1538.003	246
125.3	126.107	23.2486	58.0863	19.61206	38.72108	0.18	0.08	0.000121	4.98	8.167	40.269	1537.938	247
126.12	126.936	23.2048	58.0576	19.61206	38.72108	0.27	0.07	0.000122	4.97	8.165	40.2864	1537.862	248
126.88	127.695	23.1767	58.0428	19.61206	38.72108	0.08	0.09	0.000105	4.95	8.165	40.3002	1537.82	249
127.8	128.623	23.143	58.0164	19.61206	38.72108	0.27	0.09	0.000131	4.93	8.167	40.3101	1537.762	250
128.7	129.533	23.1178	58.0039	19.61206	38.72108	0.27	0.09	0.000127	4.92	8.166	40.323	1537.728	251
129.57	130.409	23.0999	57.9855	19.61206	38.72108	0.15	0.12	0.000149	4.92	8.165	40.3248	1537.7	252
130.38	131.218	23.0881	57.9792	19.61205	38.72108	0.18	0.09	0.000122	4.91	8.163	40.3303	1537.69	253
131.27	132.115	23.0692	57.9494	19.61205	38.72108	0.27	0.09	0.000118	4.89	8.158	40.3238	1537.651	254
132.08	132.936	23.0439	57.9421	19.61205	38.72108	0.46	0.1	0.000116	4.85	8.155	40.3411	1537.62	255
132.86	133.719	23.0284	57.9044	19.61205	38.72108	0.81	0.11	0.000131	4.8	8.155	40.3253	1537.577	256
133.81	134.674	22.9798	57.8732	19.61205	38.72108	0.32	0.11	0.000133	4.76	8.155	40.3452	1537.493	257
134.74	135.605	22.9603	57.8591	19.61205	38.72108	0.18	0.08	0.000122	4.73	8.156	40.3517	1537.466	258
135.61	136.484	22.9479	57.8494	19.61205	38.72108	0.27	0.05	0.000107	4.71	8.156	40.3551	1537.454	259
136.32	137.197	22.9368	57.844	19.61205	38.72108	0.18	0.07	0.000106	4.69	8.156	40.3609	1537.444	260
137.12	138.009	22.9238	57.8187	19.61205	38.72108	0.18	0.07	0.000118	4.68	8.154	40.3525	1537.416	261
138.06	138.956	22.901	57.7962	19.61205	38.72108	0.36	0.07	0.000154	4.66	8.152	40.3554	1537.377	262
139.05	139.948	22.8771	57.7586	19.61204	38.72108	0.45	0.04	0.000118	4.64	8.145	40.3473	1537.325	263
139.95	140.854	22.8533	57.7443	19.61204	38.72108	0.18	0.05	0.000132	4.6	8.139	40.3577	1537.292	264
140.6	141.514	22.8292	57.7382	19.61204	38.72108	0.54	0.04	0.000103	4.54	8.137	40.3749	1537.261	265
141.46	142.375	22.8218	57.7034	19.61204	38.72108	0.36	0.04	0.000113	4.47	8.135	40.3539	1537.233	266
142.41	143.331	22.7779	57.6615	19.61204	38.72108	0.27	0.04	0.000122	4.41	8.13	40.3609	1537.146	267
143.23	144.152	22.7549	57.6472	19.61204	38.72108	0.56	0.03	0.000108	4.34	8.13	40.3705	1537.113	268
144.15	145.087	22.7156	57.6042	19.61203	38.72109	0.18	0.01	0.000111	4.29	8.129	40.3724	1537.031	269
145.06	146.003	22.6805	57.5901	19.61203	38.72109	0.27	0.04	0.0001	4.23	8.127	40.3935	1536.981	270
145.75	146.696	22.6731	57.5938	19.61203	38.72109	0.36	0.03	0.000095	4.18	8.126	40.403	1536.984	271
146.56	147.514	22.6592	57.5521	19.61203	38.72109	0.36	0.03	0.000109	4.13	8.123	40.3825	1536.94	272
147.45	148.406	22.6155	57.521	19.61203	38.72109	0.31	0.01	0.000114	4.08	8.119	40.3979	1536.861	273
148.38	149.345	22.5975	57.5131	19.61203	38.72109	0.09	0	0.000102	4.03	8.122	40.408	1536.842	274
149.23	150.201	22.5791	57.4774	19.61202	38.72109	0.63	0.01	0.000104	3.99	8.129	40.3964	1536.797	275
149.96	150.933	22.5657	57.4737	19.61202	38.72109	0.32	0.02	0.000092	3.97	8.133	40.4055	1536.785	276
150.75	151.725	22.5388	57.4295	19.61202	38.72109	0.36	0.01	0.00012	3.99	8.136	40.3951	1536.719	277
151.69	152.674	22.4911	57.37	19.61202	38.72109	0.18	-0.01	0.000123	4.01	8.14	40.3916	1536.609	278
152.55	153.536	22.4514	57.352	19.61202	38.72109	0.18	0	0.000098	4.04	8.146	40.4138	1536.547	279
153.42	154.421	22.4369	57.3474	19.61202	38.72109	0.18	0.01	0.000097	4.1	8.152	40.4233	1536.535	280
154.2	155.2	22.4349	57.3508	19.61201	38.72109	0.2	0.02	0.000106	4.17	8.154	40.4275	1536.548	281
155.05	156.057	22.4341	57.3583	19.61201	38.72109	0.27	0	0.000098	4.23	8.154	40.434	1536.567	282
155.94	156.953	22.4399	57.3725	19.61201	38.72109	0.18	0	0.000104	4.29	8.151	40.4396	1536.603	283
156.68	157.704	22.4431	57.3775	19.61201	38.7211	0.16	0.01	0.000104	4.33	8.15	40.4404	1536.625	284
157.59	158.613	22.4372	57.3561	19.61201	38.7211	0.36	0.02	0.0001	4.36	8.152	40.4284	1536.612	285
158.4	159.432	22.4286	57.3434	19.61201	38.7211	0.36	-0.01	0.000091	4.37	8.153	40.4259	1536.601	286
159.31	160.348	22.417	57.3183	19.612	38.7211	0.09	0.01	0.000098	4.39	8.156	40.4163	1536.576	287
160.13	161.176	22.4027	57.3034	19.612	38.7211	0.27	0.02	0.000089	4.42	8.159	40.4175	1536.555	288
160.86	161.905	22.3924	57.2997	19.612	38.7211	0.18	0.02	0.000099	4.45	8.16	40.4238	1536.547	289
161.75	162.809	22.3846	57.2936	19.612	38.7211	0.27	-0.01	0.000102	4.48	8.159	40.4258	1536.545	290
162.67	163.731	22.3759	57.2932	19.61199	38.7211	0.36	0	0.000104	4.51	8.156	40.4333	1536.546	291
163.48	164.551	22.3724	57.295	19.61199	38.7211	0.2	0.02	0.000104	4.53	8.154	40.4377	1536.556	292
164.29	165.365	22.3721	57.2995	19.61199	38.7211	0.27	0	0.000109	4.53	8.153	40.4412	1536.573	293
165.09	166.168	22.3701	57.3002	19.61199	38.7211	0.27	0.01	0.000095	4.52	8.151	40.4433	1536.583	294
165.91	166.998	22.368	57.2979	19.61199	38.7211	0.54	-0.01	0.0001	4.5	8.15	40.4431	1536.592	295
166.83	167.924	22.3693	57.2992	19.61198	38.7211	0.36	0.01	0.000098	4.48	8.149	40.4426	1536.61	296
167.6	168.699	22.3684	57.3021	19.61198	38.7211	0.25	0.01	0.000101	4.46	8.148	40.4455	1536.624	297
168.39	169.486	22.3682	57.3025	19.61198	38.72111	0.36	0.02	0.000104	4.44	8.147	40.4457	1536.636	298
169.3	170.402	22.3653	57.303	19.61198	38.72111	0.18	0.01	0.000098	4.42	8.144	40.4485	1536.647	299
170.12	171.236	22.362	57.3026	19.61197	38.72111	0.2	0.01	0.000102	4.4	8.142	40.451	1536.656	300
170.83	171.944	22.3589	57.3039	19.61197	38.72111	0.54	0	0.0001	4.37	8.141	40.4546	1536.663	301
171.67	172.797	22.3472	57.2807	19.61197	38.72111	0.18	0	0.000098	4.33	8.137	40.4466	1536.639	302
172.62	173.748	22.3301	57.2743	19.61197	38.72111	0.54	-0.01	0.000104	4.3	8.134	40.4571	1536.623	303
173.34	174.476	22.3271	57.2643	19.61196	38.72111	0.45	0.01	0.000098	4.26	8.134	40.4516	1536.621	304
174.1	175.245	22.3136	57.2367	19.61196	38.72112	0.4	0	0.000103	4.22	8.13	40.4419	1536.589	305
175.01	176.155	22.2863	57.2255	19.61196	38.72112	0.18	0	0.000113	4.17	8.124	40.458	1536.552	306
175.88	177.036	22.277	57.2194	19.61195	38.72112	0.54	0.02	0.00012	4.11	8.122	40.4614	1536.547	307
176.82	177.982	22.2656	57.2067	19.61195	38.72112	0.22	0.01	0.000106	4.05	8.117	40.4616	1536.533	308
177.64	178.809	22.2584	57.2042	19.61195	38.72112	0.36	-0.01	0.000098	3.97	8.114	40.466	1536.534	309
178.37	179.539	22.2532	57.1983	19.61195	38.72112	0.54	0	0.000147	3.89	8.112	40.4658	1536.532	310
179.22	180.398	22.2475	57.1884	19.61194	38.72112	0.18	0	0.000107	3.82	8.11	40.4629	1536.529	311
180.11	181.295	22.2366	57.1824	19.61194	38.72112	0.18	0.04	0.000125	3.76	8.108	40.4679	1536.521	312
180.88	182.068	22.2317	57.1776	19.61194	38.72112	0.27	0.01	0.000108	3.7	8.107	40.4684	1536.522	313
181.68	182.871	22.2269	57.1742	19.61193	38.72112	0.27	-0.01	0.000104	3.65	8.106	40.4699	1536.525	314
182.55	183.749	22.2206	57.1674	19.61193	38.72112	0.36	0.01	0.000102	3.6	8.105	40.47	1536.524	315
183.41	184.62	22.2129	57.16	19.61193	38.72113	0.29	0.03	0.000113	3.55	8.104	40.4708	1536.519	316
184.26	185.474	22.2012	57.1508	19.61193	38.72113	0.18	0.01	0.000113	3.5	8.104	40.4741	1536.507	317
184.97	186.186	22.1907	57.1321	19.61192	38.72113	0.25	0.01	0.000108	3.47	8.102	40.4686	1536.486	318
185.77	186.994	22.1685	57.1113	19.61192	38.72113	0.18	0.01	0.000104	3.43	8.098	40.4724	1536.447	319
186.72	187.952	22.1454	57.0955	19.61192	38.72113	0.09	0.01	0.000114	3.4	8.094	40.481	1536.413	320
187.58	188.811	22.1315	57.0853	19.61191	38.72113	0.31	0	0.000115	3.35	8.091	40.4854	1536.397	321
188.34	189.58	22.115	57.0665	19.61191	38.72113	0.45	0	0.000118	3.3	8.087	40.4856	1536.367	322
189.13	190.374	22.1022	57.0596	19.61191	38.72113	0.63	0	0.000265	3.25	8.084	40.4917	1536.354	323
189.92	191.174	22.0952	57.0562	19.61191	38.72113	0.63	0.02	0.000136	3.18	8.082	40.4951	1536.354	324
190.75	192.01	22.0895	57.046	19.6119	38.72113	0.18	0.01	0.000114	3.12	8.08	40.4919	1536.349	325
191.74	193.005	22.064	57.0106	19.6119	38.72113	0.45	0.01	0.000114	3.06	8.075	40.4871	1536.295	326
192.44	193.707	22.042	57.0016	19.6119	38.72114	0.45	0.01	0.000113	2.99	8.072	40.5002	1536.264	327
193.18	194.45	22.0269	56.9851	19.61189	38.72114	0.45	0.01	0.000104	2.93	8.07	40.5008	1536.238	328
194.02	195.298	22.0214	56.9785	19.61189	38.72114	0.56	0.02	0.000124	2.87	8.068	40.5003	1536.238	329
194.88	196.171	22.0143	56.9753	19.61189	38.72114	0.45	0.01	0.0001	2.81	8.067	40.504	1536.238	330
195.71	197	22.0086	56.9695	19.61189	38.72114	0.18	0	0.000107	2.75	8.066	40.5045	1536.238	331
196.47	197.771	22.0053	56.9664	19.61189	38.72115	0.45	0	0.000116	2.7	8.065	40.5047	1536.243	332
197.28	198.582	21.9995	56.9603	19.61188	38.72115	0.63	0	0.00014	2.65	8.063	40.5049	1536.241	333
198.04	199.349	21.9888	56.9516	19.61188	38.72115	0.49	0.01	0.000107	2.61	8.061	40.5077	1536.23	334
198.83	200.142	21.9803	56.9398	19.61188	38.72115	0.36	0.04	0.000107	2.57	8.058	40.5058	1536.219	335
199.72	201.042	21.975	56.9329	19.61188	38.72115	0.63	0.02	0.000125	2.53	8.056	40.5049	1536.219	336
200.47	201.8	21.9674	56.9363	19.61187	38.72115	0.47	0.02	0.000133	2.48	8.054	40.5145	1536.223	337
201.27	202.597	21.9625	56.9218	19.61187	38.72116	0.36	0.01	0.000113	2.43	8.052	40.5071	1536.215	338
202.04	203.378	21.9592	56.9199	19.61187	38.72116	0.63	0.02	0.0001	2.39	8.051	40.5084	1536.221	339
202.77	204.114	21.953	56.9227	19.61187	38.72116	0.54	0.03	0.000104	2.34	8.05	40.5162	1536.226	340
203.68	205.03	21.9478	56.9013	19.61187	38.72116	0.63	0.04	0.000111	2.3	8.049	40.5035	1536.214	341
204.51	205.866	21.9327	56.892	19.61186	38.72116	0.79	0.01	0.000103	2.26	8.046	40.5098	1536.196	342
205.17	206.532	21.9236	56.8945	19.61186	38.72116	0.54	0.01	0.000107	2.22	8.043	40.5202	1536.195	343
205.93	207.298	21.9204	56.8794	19.61186	38.72117	0.45	0.01	0.000106	2.18	8.042	40.5107	1536.189	344
206.79	208.16	21.9145	56.8734	19.61186	38.72117	0.76	0.01	0.000108	2.14	8.041	40.5111	1536.188	345
207.61	208.983	21.9089	56.8804	19.61186	38.72117	0.27	0.02	0.000113	2.1	8.041	40.5216	1536.199	346
208.43	209.814	21.9053	56.8745	19.61186	38.72117	0.54	0	0.000113	2.06	8.04	40.5199	1536.202	347
209.13	210.519	21.9019	56.869	19.61186	38.72118	0.54	0.01	0.000116	2.02	8.04	40.5184	1536.203	348
209.87	211.26	21.8901	56.8629	19.61186	38.72118	0.27	0.02	0.000111	1.99	8.038	40.5243	1536.192	349
210.81	212.207	21.882	56.8378	19.61185	38.72118	0.58	0.02	0.000114	1.97	8.037	40.5113	1536.172	350
211.58	212.981	21.881	56.8427	19.61185	38.72118	0.45	0.01	0.000106	1.94	8.037	40.5159	1536.188	351
212.24	213.65	21.8808	56.8462	19.61185	38.72118	0.63	0.02	0.000111	1.91	8.037	40.5187	1536.201	352
213.02	214.44	21.8791	56.8399	19.61185	38.72119	0.27	0.01	0.000117	1.89	8.036	40.5149	1536.206	353
213.9	215.327	21.8757	56.8326	19.61185	38.72119	0.72	0.01	0.000111	1.86	8.035	40.5118	1536.208	354
214.69	216.12	21.8728	56.8346	19.61185	38.72119	0.27	0.01	0.000111	1.84	8.035	40.5159	1536.219	355
215.48	216.91	21.8712	56.8405	19.61185	38.7212	0.45	0.02	0.000114	1.83	8.034	40.5219	1536.234	356
216.24	217.677	21.8696	56.8414	19.61185	38.7212	0.36	0	0.000114	1.81	8.034	40.5238	1536.245	357
217.01	218.452	21.8672	56.8341	19.61185	38.7212	0.41	0.01	0.000113	1.79	8.033	40.5199	1536.247	358
217.84	219.29	21.8651	56.8239	19.61185	38.7212	0.45	0.03	0.000113	1.77	8.033	40.5132	1536.249	359
218.61	220.064	21.8531	56.8135	19.61185	38.7212	0.72	0.01	0.000111	1.76	8.031	40.5158	1536.233	360
219.44	220.903	21.8486	56.8084	19.61185	38.72121	0.63	0.03	0.000115	1.74	8.03	40.5157	1536.235	361
220.27	221.739	21.8451	56.8084	19.61185	38.72121	0.72	0.02	0.000111	1.72	8.03	40.5186	1536.244	362
221.02	222.497	21.8419	56.8069	19.61185	38.72121	0.45	0.01	0.000113	1.7	8.029	40.5201	1536.25	363
221.82	223.294	21.84	56.8055	19.61185	38.72121	0.54	0.02	0.000116	1.68	8.029	40.5204	1536.259	364
222.6	224.082	21.8381	56.8056	19.61185	38.72122	0.72	0.02	0.000116	1.66	8.029	40.5221	1536.268	365
223.35	224.84	21.839	56.8029	19.61185	38.72122	0.27	0.02	0.000108	1.65	8.028	40.5188	1536.28	366
224.28	225.778	21.8392	56.7979	19.61185	38.72122	0.72	0.01	0.000113	1.64	8.028	40.5141	1536.291	367
225.06	226.566	21.8377	56.8031	19.61185	38.72123	0.45	0	0.000113	1.62	8.028	40.5194	1536.306	368
225.8	227.306	21.8368	56.8018	19.61185	38.72123	0.38	0.04	0.000119	1.61	8.028	40.519	1536.315	369
226.56	228.07	21.8359	56.8026	19.61185	38.72123	0.81	0.01	0.000113	1.6	8.028	40.5201	1536.327	370
227.37	228.884	21.8355	56.7924	19.61185	38.72123	0.45	0.01	0.000107	1.6	8.028	40.512	1536.331	371
228.25	229.774	21.8301	56.7846	19.61186	38.72123	0.81	0.01	0.00012	1.59	8.028	40.5104	1536.33	372
229.07	230.597	21.8076	56.7749	19.61186	38.72124	0.27	0	0.000114	1.58	8.027	40.5234	1536.3	373
229.72	231.253	21.7949	56.7745	19.61186	38.72124	0.68	0.02	0.000107	1.57	8.028	40.5349	1536.29	374
230.6	232.142	21.7904	56.7489	19.61186	38.72124	0.45	0.01	0.000113	1.57	8.028	40.518	1536.275	375
231.51	233.063	21.7866	56.75	19.61186	38.72124	0.45	0.01	0.000102	1.56	8.028	40.5221	1536.285	376
232.15	233.703	21.7842	56.7538	19.61186	38.72124	0.45	0.03	0.000107	1.56	8.028	40.5272	1536.295	377
232.99	234.547	21.7832	56.7447	19.61186	38.72124	0.72	0.02	0.000113	1.56	8.028	40.5204	1536.299	378
233.9	235.467	21.7819	56.7446	19.61187	38.72125	0.54	0.01	0.000109	1.55	8.028	40.5212	1536.312	379
234.7	236.273	21.7808	56.7477	19.61187	38.72125	0.45	0.01	0.000111	1.55	8.029	40.5244	1536.326	380
235.39	236.966	21.7802	56.7535	19.61187	38.72125	0.45	0.01	0.000131	1.55	8.029	40.5295	1536.341	381
236.19	237.773	21.7791	56.7443	19.61187	38.72125	0.49	0.01	0.000125	1.55	8.029	40.5227	1536.345	382
237.1	238.685	21.7787	56.7452	19.61187	38.72125	0.72	0.03	0.000175	1.55	8.029	40.5235	1536.359	383
237.94	239.535	21.7777	56.7489	19.61187	38.72125	0.45	0.01	0.000114	1.55	8.029	40.5271	1536.375	384
238.65	240.248	21.776	56.7467	19.61187	38.72125	0.42	0.01	0.000104	1.55	8.029	40.5267	1536.382	385
239.4	241.011	21.7757	56.746	19.61187	38.72125	0.45	0	0.00014	1.55	8.029	40.5261	1536.393	386
240.33	241.939	21.7741	56.7385	19.61187	38.72125	0.45	0.02	0.000106	1.55	8.029	40.5212	1536.399	387
241.12	242.737	21.7694	56.7398	19.61187	38.72125	0.45	0	0.000114	1.55	8.029	40.5262	1536.406	388
241.86	243.481	21.7631	56.7407	19.61187	38.72125	0.63	0	0.000111	1.55	8.03	40.5327	1536.409	389
242.65	244.275	21.7583	56.7363	19.61187	38.72125	0.63	0.03	0.000114	1.55	8.031	40.5334	1536.411	390
243.46	245.096	21.7524	56.7287	19.61187	38.72125	0.36	0.02	0.000109	1.56	8.032	40.5325	1536.408	391
244.39	246.037	21.7473	56.7158	19.61187	38.72125	0.54	-0.01	0.000107	1.56	8.032	40.5264	1536.404	392
245.09	246.74	21.7389	56.7163	19.61187	38.72125	0.6	0.01	0.000102	1.57	8.033	40.5344	1536.403	393
245.71	247.361	21.733	56.7091	19.61187	38.72125	0.27	0.03	0.0001	1.58	8.033	40.534	1536.397	394
246.72	248.384	21.7311	56.7002	19.61187	38.72125	0.46	0.01	0.000114	1.59	8.033	40.5282	1536.403	395
247.57	249.233	21.7298	56.6999	19.61187	38.72125	0.54	0.03	0.000106	1.59	8.033	40.5288	1536.414	396
248.3	249.968	21.7282	56.7012	19.61187	38.72125	0.18	0.03	0.000113	1.6	8.033	40.5311	1536.425	397
249.11	250.784	21.7258	56.6953	19.61187	38.72125	0.43	0.02	0.000101	1.6	8.033	40.5283	1536.429	398
249.82	251.502	21.7208	56.7001	19.61187	38.72125	0.45	0.01	0.000104	1.61	8.033	40.5366	1536.438	399
250.72	252.405	21.7107	56.6792	19.61187	38.72125	0.72	0.01	0.000113	1.61	8.031	40.5289	1536.418	400
251.55	253.246	21.7034	56.6757	19.61187	38.72125	0.63	0.01	0.000109	1.61	8.03	40.5326	1536.417	401
252.33	254.028	21.7023	56.678	19.61187	38.72125	0.36	0.04	0.000113	1.6	8.03	40.5352	1536.43	402
253.13	254.842	21.7013	56.6785	19.61187	38.72125	0.48	0.01	0.000117	1.6	8.03	40.5362	1536.442	403
253.82	255.535	21.7006	56.6762	19.61187	38.72125	0.54	0.02	0.000107	1.59	8.03	40.5347	1536.45	404
254.66	256.383	21.698	56.6707	19.61187	38.72125	0.36	0	0.000114	1.58	8.029	40.5323	1536.455	405
255.54	257.265	21.6923	56.6652	19.61187	38.72125	0.29	0.03	0.00013	1.57	8.027	40.533	1536.455	406
256.32	258.051	21.6856	56.6656	19.61187	38.72125	0.45	0.02	0.000107	1.56	8.026	40.5394	1536.458	407
257.12	258.852	21.6835	56.6642	19.61187	38.72125	0.63	0.01	0.000113	1.55	8.025	40.5398	1536.467	408
257.88	259.627	21.682	56.6593	19.61187	38.72125	0.36	0.01	0.000116	1.54	8.024	40.5371	1536.472	409
258.64	260.385	21.681	56.6606	19.61187	38.72125	0.45	0.04	0.000118	1.52	8.023	40.5387	1536.484	410
259.37	261.118	21.6809	56.6626	19.61187	38.72125	0.43	0.01	0.000117	1.5	8.023	40.5402	1536.498	411
260.44	262.198	21.6784	56.6536	19.61187	38.72125	0.54	0.03	0.000106	1.49	8.022	40.5348	1536.503	412
261.23	263.001	21.6784	56.6548	19.61187	38.72125	0.54	0.03	0.000116	1.47	8.022	40.5355	1536.518	413
261.63	263.402	21.678	56.6564	19.61187	38.72125	0.39	0.02	0.000094	1.46	8.021	40.5369	1536.525	414
262.63	264.408	21.678	56.6528	19.61187	38.72125	0.45	0.02	0.00012	1.44	8.021	40.5337	1536.538	415
263.66	265.448	21.6781	56.654	19.61187	38.72125	0.63	0	0.000157	1.43	8.021	40.5341	1536.556	416
264.31	266.102	21.6786	56.6555	19.61187	38.72125	0.36	0.02	0.000113	1.42	8.021	40.5346	1536.569	417
265.1	266.897	21.6782	56.6548	19.61187	38.72125	0.54	0.04	0.000123	1.41	8.021	40.5342	1536.581	418
265.95	267.748	21.6782	56.6559	19.61187	38.72125	0.51	0	0.000118	1.4	8.021	40.5347	1536.595	419
266.77	268.579	21.6791	56.6561	19.61187	38.72125	0.45	0.02	0.000116	1.4	8.021	40.5337	1536.61	420
267.62	269.432	21.6782	56.6577	19.61187	38.72125	0.72	0.03	0.000116	1.39	8.021	40.5355	1536.625	421
268.27	270.087	21.6785	56.6596	19.61187	38.72125	0.38	0.03	0.000103	1.39	8.021	40.5365	1536.637	422
269.04	270.868	21.6785	56.6553	19.61199	38.72134	0.63	0.03	0.00012	1.38	8.021	40.5327	1536.646	423
269.98	271.814	21.678	56.6552	19.61199	38.72134	0.27	0.01	0.00014	1.38	8.021	40.5327	1536.661	424
270.77	272.613	21.6719	56.6502	19.61199	38.72134	0.27	0.01	0.000106	1.38	8.019	40.5342	1536.659	425
271.48	273.325	21.6678	56.651	19.612	38.72134	0.72	0.02	0.000116	1.37	8.018	40.5384	1536.665	426
272.22	274.064	21.6657	56.6453	19.612	38.72134	0.81	0.04	0.000111	1.36	8.016	40.5354	1536.669	427
273.13	274.984	21.6629	56.6399	19.612	38.72135	0.54	0	0.000104	1.35	8.015	40.5334	1536.675	428
273.93	275.792	21.6628	56.6425	19.612	38.72135	0.72	0.03	0.000114	1.33	8.015	40.5352	1536.69	429
274.66	276.525	21.6603	56.645	19.61201	38.72135	0.39	0.01	0.000113	1.32	8.014	40.5395	1536.7	430
275.47	277.339	21.6575	56.6379	19.61201	38.72135	0.18	0.01	0.000125	1.3	8.012	40.5359	1536.703	431
276.23	278.106	21.6569	56.6384	19.61201	38.72135	0.45	0.03	0.000109	1.28	8.012	40.5366	1536.715	432
277.02	278.909	21.6558	56.6394	19.61201	38.72136	0.27	0.01	0.00012	1.26	8.011	40.5382	1536.727	433
277.97	279.862	21.6535	56.6362	19.61201	38.72136	0.45	0	0.000109	1.25	8.01	40.5374	1536.736	434
278.66	280.557	21.6493	56.6342	19.61202	38.72136	0.52	0.03	0.000105	1.23	8.009	40.5395	1536.739	435
279.35	281.247	21.6476	56.6303	19.61202	38.72136	0.63	0.01	0.000098	1.21	8.007	40.5376	1536.744	436
280.27	282.181	21.647	56.6268	19.61202	38.72136	0.45	0	0.000111	1.19	8.006	40.535	1536.755	437
281.1	283.018	21.644	56.627	19.61202	38.72136	0.55	0.03	0.000103	1.17	8.005	40.5377	1536.764	438
281.83	283.751	21.6423	56.6309	19.61203	38.72136	0.72	0.01	0.000132	1.15	8.005	40.5421	1536.777	439
282.61	284.538	21.6426	56.6294	19.61203	38.72136	0.63	0.01	0.000109	1.13	8.005	40.5404	1536.789	440
283.55	285.481	21.6404	56.625	19.61203	38.72136	0.45	0.03	0.000113	1.11	8.004	40.5385	1536.797	441
284.33	286.27	21.6405	56.6283	19.61203	38.72136	0.72	0.03	0.000091	1.1	8.003	40.5408	1536.813	442
285.05	286.991	21.6399	56.631	19.61203	38.72137	0.44	0.01	0.000102	1.08	8.003	40.5432	1536.826	443
285.87	287.82	21.6382	56.6246	19.61204	38.72137	0.54	0.01	0.000113	1.07	8.003	40.5394	1536.831	444
286.72	288.678	21.6376	56.6248	19.61204	38.72137	0.45	0.03	0.000118	1.05	8.002	40.5398	1536.844	445
287.54	289.505	21.6359	56.6244	19.61204	38.72137	0.63	0.01	0.000104	1.04	8.001	40.5407	1536.855	446
288.45	290.423	21.6332	56.6191	19.61204	38.72137	0.63	0.03	0.000109	1.03	8.001	40.5387	1536.86	447
289.23	291.209	21.631	56.6231	19.61204	38.72137	0.99	0.04	0.000102	1.02	8	40.5436	1536.873	448
290	291.98	21.6319	56.6242	19.61204	38.72137	0.36	0.03	0.000109	1	8	40.5434	1536.888	449
290.81	292.798	21.6307	56.622	19.61204	38.72137	0.63	0.01	0.000107	0.99	7.999	40.5425	1536.898	450
291.64	293.63	21.6289	56.6228	19.61204	38.72137	0.79	0.03	0.000115	0.98	7.999	40.5445	1536.909	451
292.53	294.528	21.6245	56.6163	19.61204	38.72137	0.36	0.03	0.000122	0.97	7.997	40.543	1536.911	452
293.38	295.392	21.6178	56.6134	19.61205	38.72137	0.36	0.01	0.000109	0.96	7.994	40.5465	1536.912	453
294.09	296.104	21.6164	56.615	19.61205	38.72137	0.46	0.02	0.000103	0.94	7.993	40.5489	1536.923	454
294.85	296.869	21.6155	56.6112	19.61205	38.72137	0.63	0.01	0.000104	0.92	7.992	40.5464	1536.931	455
295.77	297.797	21.6151	56.6054	19.61205	38.72137	0.36	0.04	0.000106	0.89	7.992	40.5418	1536.94	456
296.65	298.677	21.614	56.6089	19.61205	38.72137	0.63	0.01	0.000109	0.87	7.991	40.5452	1536.955	457
297.38	299.42	21.6132	56.6123	19.61205	38.72137	0.81	0	0.000098	0.85	7.991	40.5485	1536.969	458
298.18	300.223	21.6138	56.6075	19.61205	38.72137	0.37	0.04	0.000108	0.84	7.99	40.5438	1536.979	459
